web-scraper-order,web-scraper-start-url,festival_liste,festival_liste-href,Status,Datum,Datum_Plz_Ort_Addresse_Land,Title,Inhalt,Artist,Links,Links-href
"1591796773-4070","https://www.festivalplaner.de/festivals","Reload Festival","https://www.festivalplaner.de/festival/reload-festival","ABGESAGT","13.08. - 15.08.2020","13.08. - 15.08.2020 noch 64 Tage

                    27239 - Sulingen

                    Festivalgelände

                    Deutschland","","","As I Lay Dying","",""
"1591796694-3863","https://www.festivalplaner.de/festivals","SummerDays Festival Arbon","https://www.festivalplaner.de/festival/summerdays-festival-arbon","ABGESAGT","28.08. - 29.08.2020","28.08. - 29.08.2020 noch 79 Tage

                    9320 - Arbon

                    Quaianlagen Arbon

                    Schweiz","Kontakt","Webseite","","Webseite","http://www.summerdays.ch/"
"1591796809-4293","https://www.festivalplaner.de/festivals","Haldern Pop","https://www.festivalplaner.de/festival/haldern-pop","ABGESAGT","06.08. - 08.08.2020","06.08. - 08.08.2020 noch 57 Tage

                    46459 - Rees-Haldern (Niederrhein)

                    Reitwiese

                    Deutschland","","","Amyl And The Sniffers","",""
"1591796463-2890","https://www.festivalplaner.de/festivals","Punk Rock Holiday","https://www.festivalplaner.de/festival/punk-rock-holiday","null","09.08. - 13.08.2021","09.08. - 13.08.2021 noch 425 Tage

                    5220 - Tolmin

                    Tolmin

                    Slowenien","","","Strike Anywhere","",""
"1591796607-3417","https://www.festivalplaner.de/festivals","Hallenknall","https://www.festivalplaner.de/festival/hallenknall","null","15.05.2021","15.05.2021 noch 339 Tage

                    63579 - Altenmittlau

                    Freigerichthalle

                    Deutschland","Camping","nein","","null",""
"1591796650-3571","https://www.festivalplaner.de/festivals","Impericon Wien","https://www.festivalplaner.de/festival/impericon-wien","null","13.09.2020","13.09.2020 noch 95 Tage

                    1030 - Wien

                    Arena Wien

                    Österreich","","","Orbit Culture","",""
"1591796932-4771","https://www.festivalplaner.de/festivals","Exit Festival","https://www.festivalplaner.de/festival/exit-festival","null","09.07. - 12.07.2020","09.07. - 12.07.2020 noch 29 Tage

                    21000 - Novi Sad

                    Festung Petrovaradin

                    Serbien/Montenegro","Tickets","99 Euro, Tour Package inlk Ticket, Unterkunft, Shuttlebus: 139 Euro                                       » Tickets kaufen","","» Tickets kaufen","http://www.exitfest.org/en/tickets/worldwide/"
"1591796502-2996","https://www.festivalplaner.de/festivals","Juicy Beats","https://www.festivalplaner.de/festival/juicy-beats","null","23.07. - 24.07.2021","23.07. - 24.07.2021 noch 408 Tage

                    44135 - Dortmund

                    Westfalenpark

                    Deutschland","","","Sweetpea","",""
"1591796539-3135","https://www.festivalplaner.de/festivals","Vainstream Rockfest","https://www.festivalplaner.de/festival/vainstream-rockfest","null","26.06.2021","26.06.2021 noch 381 Tage

                    48143 - Münster

                    Hawerkamp-Gelände

                    Deutschland","","","Counterparts","",""
"1591796909-4620","https://www.festivalplaner.de/festivals","Blasius","https://www.festivalplaner.de/festival/blasius","null","17.07. - 19.07.2020","17.07. - 19.07.2020 noch 37 Tage

                    86742 - Fremdingen

                    Grünhofwiesen

                    Deutschland","","","Die Innsbrucker Böhmische","",""
"1591796932-4809","https://www.festivalplaner.de/festivals","Exit Festival","https://www.festivalplaner.de/festival/exit-festival","null","09.07. - 12.07.2020","09.07. - 12.07.2020 noch 29 Tage

                    21000 - Novi Sad

                    Festung Petrovaradin

                    Serbien/Montenegro","","","Sheck Wes","",""
"1591796749-4046","https://www.festivalplaner.de/festivals","Straf Werk Festival","https://www.festivalplaner.de/festival/straf-werk-festival","ABGESAGT","15.08.2020","15.08.2020 noch 66 Tage

                    1047 - Amsterdam

                    Havenpark

                    Niederlande","","","Franky Rizardo","",""
"1591796749-4033","https://www.festivalplaner.de/festivals","Straf Werk Festival","https://www.festivalplaner.de/festival/straf-werk-festival","ABGESAGT","15.08.2020","15.08.2020 noch 66 Tage

                    1047 - Amsterdam

                    Havenpark

                    Niederlande","","","Floorplan","",""
"1591796790-4189","https://www.festivalplaner.de/festivals","Summer Breeze","https://www.festivalplaner.de/festival/summer-breeze","null","12.08. - 15.08.2020","12.08. - 15.08.2020 noch 63 Tage

                    91550 - Dinkelsbühl

                    Flugplatz Dinkelsbühl-Sinbronn

                    Deutschland","","","Lüt","",""
"1591796934-4828","https://www.festivalplaner.de/festivals","Balaton Sound","https://www.festivalplaner.de/festival/balaton-sound","ABGESAGT","08.07. - 12.07.2020","08.07. - 12.07.2020 noch 28 Tage

                    8621 - Zamárdi

                    Plattensee (Balaton)

                    Ungarn","","","Dimitri Vegas & Like Mike","",""
"1591796625-3474","https://www.festivalplaner.de/festivals","Christmas Sucks","https://www.festivalplaner.de/festival/christmas-sucks","null","05.12.2020","05.12.2020 noch 178 Tage

                    66540 - Wiebelskirchen

                    Haus Am See 

                    Deutschland","Tickets","» Tickets kaufen","","» Tickets kaufen","http://tanteguerilla.com/Christmas-Sucks-Festival-130620-Wiebelskirchen-Haus-Am-See-PDF-Ticket?fbclid=IwAR1wG8MbckVlT5Yjh2igk7y7m9zvghUmwJ6YLH95kRXfkerLDJfpD1tY_BE"
"1591796934-4848","https://www.festivalplaner.de/festivals","Balaton Sound","https://www.festivalplaner.de/festival/balaton-sound","ABGESAGT","08.07. - 12.07.2020","08.07. - 12.07.2020 noch 28 Tage

                    8621 - Zamárdi

                    Plattensee (Balaton)

                    Ungarn","","","Mind Against","",""
"1591796914-4660","https://www.festivalplaner.de/festivals","Melt! Festival","https://www.festivalplaner.de/festival/melt-festival","ABGESAGT","17.07. - 19.07.2020","17.07. - 19.07.2020 noch 37 Tage

                    06773 - Gräfenhainichen

                    Ferropolis

                    Deutschland","","","TNGHT","",""
"1591796973-4962","https://www.festivalplaner.de/festivals","Full Force","https://www.festivalplaner.de/festival/full-force","ABGESAGT","26.06. - 28.06.2020","26.06. - 28.06.2020 noch 16 Tage

                    06773 - Gräfenhainichen

                    Ferropolis

                    Deutschland","","","Polar","",""
"1591796951-4900","https://www.festivalplaner.de/festivals","HeideWitzka","https://www.festivalplaner.de/festival/heidewitzka","null","02.07. - 05.07.2020","02.07. - 05.07.2020 noch 22 Tage

                    98646 - Hildburghausen

                    Lange Heide Hildburghausen

                    Deutschland","","","Toni Thorn","",""
"1591796735-4002","https://www.festivalplaner.de/festivals","Xperience Festival","https://www.festivalplaner.de/festival/xperience-festival","null","19.08. - 23.08.2020","19.08. - 23.08.2020 noch 70 Tage

                    32805 - Horn Bad Meinberg

                    Yoga Vidya

                    Deutschland","","","Trevor Hall","",""
"1591796909-4608","https://www.festivalplaner.de/festivals","Blasius","https://www.festivalplaner.de/festival/blasius","null","17.07. - 19.07.2020","17.07. - 19.07.2020 noch 37 Tage

                    86742 - Fremdingen

                    Grünhofwiesen

                    Deutschland","Tickets","46 Euro                                       » Tickets kaufen","","» Tickets kaufen","http://blasius.online/shop/"
"1591796951-4895","https://www.festivalplaner.de/festivals","HeideWitzka","https://www.festivalplaner.de/festival/heidewitzka","null","02.07. - 05.07.2020","02.07. - 05.07.2020 noch 22 Tage

                    98646 - Hildburghausen

                    Lange Heide Hildburghausen

                    Deutschland","","","Native Project","",""
"1591796924-4730","https://www.festivalplaner.de/festivals","Electric Castle","https://www.festivalplaner.de/festival/electric-castle","null","15.07. - 19.07.2020","15.07. - 19.07.2020 noch 35 Tage

                    407105 - Cluj-Napoca

                    Banffy Castle

                    Rumänien","","","Wilkinson","",""
"1591796803-4251","https://www.festivalplaner.de/festivals","SonneMondSterne","https://www.festivalplaner.de/festival/sonnemondsterne","AUSVERKAUFT","07.08. - 09.08.2020","07.08. - 09.08.2020 noch 58 Tage

                    07368 - Saalburg

                    Festivalwiese

                    Deutschland","","","Martin Garrix","",""
"1591796461-2818","https://www.festivalplaner.de/festivals","Open Flair","https://www.festivalplaner.de/festival/open-flair","null","11.08. - 15.08.2021","11.08. - 15.08.2021 noch 427 Tage

                    37269 - Eschwege

                    Auf dem Werdchen

                    Deutschland","","","The Bouncing Souls","",""
"1591796500-2960","https://www.festivalplaner.de/festivals","Rock das Ding","https://www.festivalplaner.de/festival/rock-das-ding-1","null","24.07.2021","24.07.2021 noch 409 Tage

                    31609 - Balge

                    Zum Flugplatz

                    Deutschland","","","Mr. Irish Bastard","",""
"1591796461-2826","https://www.festivalplaner.de/festivals","Open Flair","https://www.festivalplaner.de/festival/open-flair","null","11.08. - 15.08.2021","11.08. - 15.08.2021 noch 427 Tage

                    37269 - Eschwege

                    Auf dem Werdchen

                    Deutschland","","","Fiddlers Green","",""
"1591796932-4794","https://www.festivalplaner.de/festivals","Exit Festival","https://www.festivalplaner.de/festival/exit-festival","null","09.07. - 12.07.2020","09.07. - 12.07.2020 noch 29 Tage

                    21000 - Novi Sad

                    Festung Petrovaradin

                    Serbien/Montenegro","","","M.O.D.","",""
"1591796554-3203","https://www.festivalplaner.de/festivals","Southside","https://www.festivalplaner.de/festival/southside","VERLEGT","18.06. - 20.06.2021","18.06. - 20.06.2021 noch 373 Tage

                    78579 - Neuhausen ob Eck

                    Gewerbepark ""Take Off""

                    Deutschland","","","Helgen","",""
"1591796694-3865","https://www.festivalplaner.de/festivals","SummerDays Festival Arbon","https://www.festivalplaner.de/festival/summerdays-festival-arbon","ABGESAGT","28.08. - 29.08.2020","28.08. - 29.08.2020 noch 79 Tage

                    9320 - Arbon

                    Quaianlagen Arbon

                    Schweiz","","","Hecht","",""
"1591796762-4058","https://www.festivalplaner.de/festivals","Stemweder Open Air Festival","https://www.festivalplaner.de/festival/stemweder-open-air-festival","ABGESAGT","14.08. - 15.08.2020","14.08. - 15.08.2020 noch 65 Tage

                    32351 - Stemwede-Haldem

                    Gut-Steinbrink-Straße

                    Deutschland","","","Primetime Failure","",""
"1591796978-5005","https://www.festivalplaner.de/festivals","Fortland","https://www.festivalplaner.de/festival/fortland","ABGESAGT","19.06. - 20.06.2020","19.06. - 20.06.2020 noch 9 Tage

                    74532 - Ilshofen

                    Arena Hohenlohe

                    Deutschland","","","Laugherboy","",""
"1591796646-3539","https://www.festivalplaner.de/festivals","OPR Festival","https://www.festivalplaner.de/festival/opr-festival","null","18.09. - 20.09.2020","18.09. - 20.09.2020 noch 100 Tage

                    16831 - Rheinsberg

                    Festplatte

                    Deutschland","","","Bierballistik","",""
"1591796428-2649","https://www.festivalplaner.de/festivals","PunkOiRama","https://www.festivalplaner.de/festival/punkoirama","null","02.09. - 04.09.2021","02.09. - 04.09.2021 noch 449 Tage

                    03130 - Spremberg

                    Buckwitzhof

                    Deutschland","Tickets","VVK: 35 Euro; AK: 50 Euro; Tagestickets: 25 Euro                                       » Tickets kaufen","","» Tickets kaufen","http://www.punkoirama.de/tickets.html"
